step,gradient,weight_corrected,weight_uncorrected,signed_update_corrected,signed_update_uncorrected,abs_update_gap,relative_update_gap,correction_multiplier,relative_multiplier_gap
3915,0.15,0.9999647021370383,1.0017861114700095,-3.8039402375456e-05,-3.842366866968483e-05,3.8426629422882996e-07,0.010101796301530973,0.9899992286815605,0.010000771318439461
3916,0.1,0.9998537446190803,1.0016740342197017,-0.00011095751795797693,-0.00011207725030781823,1.119732349841307e-06,0.010091541073092358,0.9900092799147363,0.009990720085263693
3924,-0.1,1.0000026709056713,1.001824456277837,8.557938456354997e-05,8.643602382640836e-05,8.566392628583941e-07,0.010009878748570185,0.9900893251364837,0.009910674863516267
3925,0.15,0.9999646315032958,1.0017860364921563,-3.8039402375456e-05,-3.8419785680643415e-05,3.8038330518741503e-07,0.00999971822461775,0.9900992853635784,0.009900714636421615
3926,0.1,0.9998536739900452,1.0016739705612632,-0.0001109575132506313,-0.00011206593089307937,1.1084176424480674e-06,0.009989568168713091,0.990109235530399,0.009890764469601021
3944,-0.1,1.0000025296807145,1.0018242988509751,8.55793789276138e-05,8.641879662074636e-05,8.394176931325603e-07,0.009808644367968255,0.9902866298748956,0.009713370125104426
