seed,step,cosine,wsd,wsd_minus_cosine
41,200,1.098402738571167,1.139134407043457,0.04073166847229004
42,200,1.1035568714141846,1.1440242528915403,0.040467381477355735
43,200,1.101065158843994,1.1395102739334106,0.038445115089416726
41,300,1.04911470413208,1.0556999444961548,0.006585240364074707
42,300,1.0596572160720823,1.0722951889038086,0.012637972831726296
43,300,1.051517367362976,1.0561832189559937,0.004665851593017578
