schedule,step,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
cosine,200,0.7342778841654459,0.019230313885609966,1.1010082562764485,0.002577537539496385
cosine,300,0.6235802372296652,0.017139511857264544,1.0534297625223796,0.0055253127454974
wsd,200,0.8033469915390015,0.013158946933313462,1.1408896446228027,0.0027211478696627933
wsd,300,0.5949093898137411,0.02341147500694336,1.0613927841186523,0.00944485103775764
