width,discrete_min_lr,quadratic_min_lr,fit_a,fit_b,fit_c,power_law_alpha,power_law_r2,predicted_lr_width4096,bootstrap_ci95_low,bootstrap_ci95_high
256,0.008,0.008684470964322972,0.06166434825504249,0.5853449773225583,2.5180535639758226,-0.27512404081905806,0.9907944688088938,0.004007301083473158,0.0034804709466844386,0.004522271298318336
512,0.008,0.006951774297253403,0.06508761873158256,0.6468092990740674,2.7064876648411516,-0.27512404081905806,0.9907944688088938,0.004007301083473158,0.0034804709466844386,0.004522271298318336
1024,0.006,0.005930648568194717,0.0841502724669617,0.8629815265374955,3.2966963444386113,-0.27512404081905806,0.9907944688088938,0.004007301083473158,0.0034804709466844386,0.004522271298318336
