n_bootstrap,prediction_point,prediction_median,prediction_ci95_low,prediction_ci95_high,alpha_point,alpha_median,alpha_ci95_low,alpha_ci95_high,power_law_r2
5000,0.004007301083473158,0.004007301083473158,0.0034804709466844386,0.004522271298318336,-0.27512404081905806,-0.27512404081905806,-0.3605564465593906,-0.1869207832688455,0.9907944688088938
